# Samples: 8K of event 'instructions'
# Event count (approx.): 555386358179
#
# Overhead       Samples  Symbol                                        Source:Line                                                                                      IPC   [IPC Coverage]
# ........  ............  ............................................  ...............................................................................................  ....................
#
     0.00%             1  [k] update_cfs_group                          /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/fair.c:3208                    -      -            
     0.00%             1  [k] update_cfs_group                          /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/fair.c:3238                    -      -            
     0.00%             1  [k] update_curr                               /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/fair.c:835                     -      -            
     0.00%             1  [k] update_dl_rq_load_avg                     /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/./include/linux/math64.h:29                 -      -            
     0.00%             1  [k] update_rq_clock                           /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/./arch/x86/include/asm/topology.h:207       -      -            
     0.00%             1  [k] update_rq_clock                           /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/core.c:681                     -      -            
     0.00%             1  [k] update_sd_lb_stats.constprop.0            /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/fair.c:8649                    -      -            
     0.00%             1  [k] update_sd_lb_stats.constprop.0            /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/kernel/sched/fair.c:9297                    -      -            
     0.00%             1  [k] user_path_at_empty                        /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/fs/namei.c:2851                             -      -            
     0.00%             1  [k] walk_component                            /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/fs/namei.c:1954                             -      -            
     0.00%             1  [.] 0x00000000000751cd                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000000751d6                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000000751f6                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000000757a4                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000075941                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000076000                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000007600e                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000076da9                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000077060                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000077095                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000000884e6                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000008e68e                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000008fa30                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000008fa6b                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000008fa7b                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x0000000000090aa7                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000001b1728                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000001b1743                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000001b1960                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000001b2220                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x00000000001b2243                        ??:0                                                                                             -      -            
     0.00%             1  [.] 0x000000000001bad0                        fio[1bad0]                                                                                       -      -            
     0.00%             1  [.] 0x000000000001bdb0                        fio[1bdb0]                                                                                       -      -            
     0.00%             1  [k] __perf_event_task_sched_in                /mnt/sdb/zebin/linux_src_5_15_79_build/linux-5.15.79/./arch/x86/include/asm/paravirt.h:590       -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
